,event_id,user_id,event_type,event_time,level_completed,event_day,event_month,event_year
3243,3244,339,item_used,2024-09-12,14,12,9,2024
3244,3245,802,level_completed,2024-07-01,42,1,7,2024
3245,3246,727,level_completed,2024-04-24,21,24,4,2024
3246,3247,831,level_completed,2024-06-10,10,10,6,2024
3247,3248,53,achievement_unlocked,2024-06-25,29,25,6,2024
3248,3249,611,achievement_unlocked,2024-09-08,15,8,9,2024
3249,3250,889,achievement_unlocked,2024-07-29,16,29,7,2024
3250,3251,732,achievement_unlocked,2024-09-22,21,22,9,2024
3251,3252,655,achievement_unlocked,2024-03-01,14,1,3,2024
3252,3253,93,item_used,2024-06-14,17,14,6,2024
3253,3254,879,achievement_unlocked,2024-07-18,1,18,7,2024
3254,3255,229,level_completed,2024-07-17,19,17,7,2024
3255,3256,111,level_completed,2024-03-21,16,21,3,2024
3256,3257,276,item_used,2024-01-02,36,2,1,2024
3257,3258,690,item_used,2024-02-25,38,25,2,2024
3258,3259,437,level_completed,2024-05-16,16,16,5,2024
3259,3260,680,level_completed,2024-07-18,16,18,7,2024
3260,3261,887,achievement_unlocked,2024-04-30,30,30,4,2024
3261,3262,899,item_used,2024-01-22,23,22,1,2024
3262,3263,899,item_used,2024-03-19,25,19,3,2024
3263,3264,279,achievement_unlocked,2024-02-08,33,8,2,2024
3264,3265,594,item_used,2024-05-02,35,2,5,2024
3265,3266,667,achievement_unlocked,2024-05-28,28,28,5,2024
3266,3267,954,achievement_unlocked,2024-08-25,21,25,8,2024
3267,3268,33,level_completed,2024-02-24,32,24,2,2024
3268,3269,829,achievement_unlocked,2024-04-10,7,10,4,2024
3269,3270,770,achievement_unlocked,2024-04-22,4,22,4,2024
3270,3271,545,item_used,2024-04-10,35,10,4,2024
3271,3272,677,item_used,2024-02-14,33,14,2,2024
3272,3273,131,level_completed,2024-09-10,46,10,9,2024
3273,3274,967,achievement_unlocked,2024-02-06,48,6,2,2024
3274,3275,366,item_used,2024-08-15,35,15,8,2024
3275,3276,97,level_completed,2024-01-27,36,27,1,2024
3276,3277,471,achievement_unlocked,2024-04-25,3,25,4,2024
3277,3278,692,level_completed,2024-05-16,21,16,5,2024
3278,3279,223,achievement_unlocked,2024-02-05,31,5,2,2024
3279,3280,259,achievement_unlocked,2024-04-20,15,20,4,2024
3280,3281,543,achievement_unlocked,2024-01-24,22,24,1,2024
3281,3282,942,item_used,2024-06-27,26,27,6,2024
3282,3283,950,level_completed,2024-02-25,22,25,2,2024
3283,3284,442,achievement_unlocked,2024-06-17,45,17,6,2024
3284,3285,430,achievement_unlocked,2024-07-28,18,28,7,2024
3285,3286,48,item_used,2024-04-12,38,12,4,2024
3286,3287,17,item_used,2024-06-25,15,25,6,2024
3287,3288,854,item_used,2024-03-30,43,30,3,2024
3288,3289,170,achievement_unlocked,2024-02-04,28,4,2,2024
3289,3290,818,level_completed,2024-09-26,23,26,9,2024
3290,3291,432,achievement_unlocked,2024-06-29,32,29,6,2024
3291,3292,446,item_used,2024-09-05,20,5,9,2024
3292,3293,257,achievement_unlocked,2024-06-22,20,22,6,2024
3293,3294,939,item_used,2024-03-16,11,16,3,2024
3294,3295,76,item_used,2024-07-21,12,21,7,2024
3295,3296,802,achievement_unlocked,2024-04-15,22,15,4,2024
3296,3297,907,achievement_unlocked,2024-03-05,14,5,3,2024
3297,3298,962,level_completed,2024-02-12,8,12,2,2024
3298,3299,361,level_completed,2024-03-20,33,20,3,2024
3299,3300,552,level_completed,2024-07-30,15,30,7,2024
3300,3301,739,level_completed,2024-04-03,24,3,4,2024
3301,3302,766,achievement_unlocked,2024-09-04,30,4,9,2024
3302,3303,825,level_completed,2024-06-19,37,19,6,2024
3303,3304,274,level_completed,2024-04-07,33,7,4,2024
3304,3305,819,achievement_unlocked,2024-07-28,5,28,7,2024
3305,3306,884,level_completed,2024-05-26,21,26,5,2024
3306,3307,801,level_completed,2024-06-30,13,30,6,2024
3307,3308,730,item_used,2024-04-16,5,16,4,2024
3308,3309,268,achievement_unlocked,2024-04-05,49,5,4,2024
3309,3310,235,item_used,2024-09-05,42,5,9,2024
3310,3311,924,achievement_unlocked,2024-01-08,11,8,1,2024
3311,3312,537,level_completed,2024-06-17,13,17,6,2024
3312,3313,969,item_used,2024-06-12,20,12,6,2024
3313,3314,990,achievement_unlocked,2024-09-13,42,13,9,2024
3314,3315,121,item_used,2024-04-02,11,2,4,2024
3315,3316,281,achievement_unlocked,2024-07-22,33,22,7,2024
3316,3317,293,achievement_unlocked,2024-05-26,35,26,5,2024
3317,3318,1,item_used,2024-03-06,32,6,3,2024
3318,3319,672,item_used,2024-07-15,5,15,7,2024
3319,3320,615,level_completed,2024-09-04,9,4,9,2024
3320,3321,286,achievement_unlocked,2024-01-13,47,13,1,2024
3321,3322,375,level_completed,2024-07-04,22,4,7,2024
3322,3323,260,item_used,2024-03-17,46,17,3,2024
3323,3324,677,level_completed,2024-01-22,18,22,1,2024
3324,3325,415,achievement_unlocked,2024-04-01,46,1,4,2024
3325,3326,39,item_used,2024-07-22,4,22,7,2024
3326,3327,472,level_completed,2024-07-06,31,6,7,2024
3327,3328,494,item_used,2024-05-05,22,5,5,2024
3328,3329,685,item_used,2024-08-30,50,30,8,2024
3329,3330,219,item_used,2024-08-11,19,11,8,2024
3330,3331,297,item_used,2024-05-02,26,2,5,2024
3331,3332,293,item_used,2024-09-10,48,10,9,2024
3332,3333,452,level_completed,2024-05-11,22,11,5,2024
3333,3334,530,level_completed,2024-06-27,32,27,6,2024
3334,3335,945,level_completed,2024-02-17,48,17,2,2024
3335,3336,286,achievement_unlocked,2024-01-02,11,2,1,2024
3336,3337,512,achievement_unlocked,2024-04-28,20,28,4,2024
3337,3338,332,achievement_unlocked,2024-02-06,19,6,2,2024
3338,3339,155,item_used,2024-08-15,37,15,8,2024
3339,3340,436,level_completed,2024-05-15,7,15,5,2024
3340,3341,32,achievement_unlocked,2024-05-05,39,5,5,2024
3341,3342,792,item_used,2024-02-16,11,16,2,2024
3342,3343,663,level_completed,2024-08-29,32,29,8,2024
3343,3344,150,level_completed,2024-02-20,28,20,2,2024
3344,3345,27,item_used,2024-03-10,18,10,3,2024
3345,3346,883,level_completed,2024-09-04,49,4,9,2024
3346,3347,403,item_used,2024-01-21,42,21,1,2024
3347,3348,113,achievement_unlocked,2024-06-03,27,3,6,2024
3348,3349,610,level_completed,2024-09-12,17,12,9,2024
3349,3350,302,achievement_unlocked,2024-07-01,48,1,7,2024
3350,3351,681,achievement_unlocked,2024-08-18,13,18,8,2024
3351,3352,276,item_used,2024-01-20,2,20,1,2024
3352,3353,75,achievement_unlocked,2024-01-24,40,24,1,2024
3353,3354,348,level_completed,2024-06-06,20,6,6,2024
3354,3355,171,level_completed,2024-05-22,40,22,5,2024
3355,3356,617,achievement_unlocked,2024-07-12,32,12,7,2024
3356,3357,920,level_completed,2024-03-05,47,5,3,2024
3357,3358,560,achievement_unlocked,2024-09-18,42,18,9,2024
3358,3359,170,level_completed,2024-01-30,33,30,1,2024
3359,3360,329,item_used,2024-04-23,1,23,4,2024
3360,3361,928,item_used,2024-01-23,39,23,1,2024
3361,3362,95,item_used,2024-02-14,31,14,2,2024
3362,3363,859,level_completed,2024-01-02,14,2,1,2024
3363,3364,205,achievement_unlocked,2024-09-17,26,17,9,2024
3364,3365,829,achievement_unlocked,2024-03-30,29,30,3,2024
3365,3366,86,item_used,2024-01-11,50,11,1,2024
3366,3367,542,level_completed,2024-04-23,14,23,4,2024
3367,3368,48,level_completed,2024-06-01,29,1,6,2024
3368,3369,240,item_used,2024-05-26,7,26,5,2024
3369,3370,392,achievement_unlocked,2024-05-14,3,14,5,2024
3370,3371,873,achievement_unlocked,2024-06-11,32,11,6,2024
3371,3372,387,achievement_unlocked,2024-03-22,21,22,3,2024
3372,3373,155,item_used,2024-07-05,5,5,7,2024
3373,3374,665,level_completed,2024-08-28,46,28,8,2024
3374,3375,647,achievement_unlocked,2024-09-05,45,5,9,2024
3375,3376,202,item_used,2024-02-01,7,1,2,2024
3376,3377,238,level_completed,2024-07-07,17,7,7,2024
3377,3378,437,item_used,2024-05-03,46,3,5,2024
3378,3379,905,achievement_unlocked,2024-08-05,23,5,8,2024
3379,3380,10,level_completed,2024-03-21,20,21,3,2024
3380,3381,431,achievement_unlocked,2024-07-30,40,30,7,2024
3381,3382,171,achievement_unlocked,2024-07-15,8,15,7,2024
3382,3383,975,level_completed,2024-03-18,5,18,3,2024
3383,3384,647,item_used,2024-04-03,26,3,4,2024
3384,3385,477,achievement_unlocked,2024-07-23,24,23,7,2024
3385,3386,52,item_used,2024-09-27,46,27,9,2024
3386,3387,565,level_completed,2024-03-21,1,21,3,2024
3387,3388,34,level_completed,2024-09-21,8,21,9,2024
3388,3389,564,achievement_unlocked,2024-08-08,28,8,8,2024
3389,3390,516,achievement_unlocked,2024-05-14,26,14,5,2024
3390,3391,131,achievement_unlocked,2024-06-22,5,22,6,2024
3391,3392,612,level_completed,2024-03-07,23,7,3,2024
3392,3393,489,level_completed,2024-05-10,48,10,5,2024
3393,3394,237,level_completed,2024-05-19,19,19,5,2024
3394,3395,241,item_used,2024-09-03,43,3,9,2024
3395,3396,858,achievement_unlocked,2024-03-17,3,17,3,2024
3396,3397,679,item_used,2024-06-25,21,25,6,2024
3397,3398,914,item_used,2024-09-15,48,15,9,2024
3398,3399,137,level_completed,2024-07-20,19,20,7,2024
3399,3400,625,item_used,2024-09-23,26,23,9,2024
3400,3401,939,item_used,2024-09-07,21,7,9,2024
3401,3402,197,level_completed,2024-08-31,5,31,8,2024
3402,3403,638,item_used,2024-02-03,13,3,2,2024
3403,3404,248,item_used,2024-08-23,32,23,8,2024
3404,3405,85,item_used,2024-07-16,45,16,7,2024
3405,3406,814,achievement_unlocked,2024-08-29,13,29,8,2024
3406,3407,346,item_used,2024-06-25,11,25,6,2024
3407,3408,389,item_used,2024-02-23,1,23,2,2024
3408,3409,977,achievement_unlocked,2024-02-23,41,23,2,2024
3409,3410,566,item_used,2024-05-08,10,8,5,2024
3410,3411,779,item_used,2024-05-31,24,31,5,2024
3411,3412,567,level_completed,2024-03-05,42,5,3,2024
3412,3413,995,level_completed,2024-09-19,3,19,9,2024
3413,3414,444,level_completed,2024-04-05,32,5,4,2024
3414,3415,888,achievement_unlocked,2024-01-29,29,29,1,2024
3415,3416,492,item_used,2024-03-25,37,25,3,2024
3416,3417,397,achievement_unlocked,2024-02-12,33,12,2,2024
3417,3418,525,item_used,2024-07-02,5,2,7,2024
3418,3419,227,achievement_unlocked,2024-02-04,43,4,2,2024
3419,3420,681,level_completed,2024-09-04,21,4,9,2024
3420,3421,307,achievement_unlocked,2024-04-07,27,7,4,2024
3421,3422,251,level_completed,2024-04-30,34,30,4,2024
3422,3423,512,item_used,2024-03-09,2,9,3,2024
3423,3424,744,item_used,2024-03-16,21,16,3,2024
3424,3425,769,item_used,2024-04-28,21,28,4,2024
3425,3426,638,item_used,2024-01-26,8,26,1,2024
3426,3427,786,achievement_unlocked,2024-06-07,3,7,6,2024
3427,3428,536,item_used,2024-05-21,22,21,5,2024
3428,3429,335,level_completed,2024-07-15,6,15,7,2024
3429,3430,967,item_used,2024-05-29,9,29,5,2024
3430,3431,111,level_completed,2024-08-10,24,10,8,2024
3431,3432,668,level_completed,2024-02-11,11,11,2,2024
3432,3433,460,item_used,2024-04-16,45,16,4,2024
3433,3434,622,item_used,2024-01-13,28,13,1,2024
3434,3435,841,item_used,2024-03-15,1,15,3,2024
3435,3436,283,achievement_unlocked,2024-05-07,38,7,5,2024
3436,3437,924,item_used,2024-05-29,11,29,5,2024
3437,3438,412,item_used,2024-09-07,13,7,9,2024
3438,3439,628,item_used,2024-07-06,15,6,7,2024
3439,3440,699,item_used,2024-02-03,10,3,2,2024
3440,3441,64,level_completed,2024-07-24,49,24,7,2024
3441,3442,242,item_used,2024-06-07,48,7,6,2024
3442,3443,23,level_completed,2024-03-04,49,4,3,2024
3443,3444,743,level_completed,2024-07-14,16,14,7,2024
3444,3445,82,item_used,2024-05-24,29,24,5,2024
3445,3446,461,item_used,2024-04-16,48,16,4,2024
3446,3447,951,achievement_unlocked,2024-08-06,37,6,8,2024
3447,3448,35,item_used,2024-02-02,49,2,2,2024
3448,3449,117,item_used,2024-07-11,28,11,7,2024
3449,3450,40,achievement_unlocked,2024-05-01,30,1,5,2024
3450,3451,620,item_used,2024-01-23,38,23,1,2024
3451,3452,632,item_used,2024-04-03,4,3,4,2024
3452,3453,85,level_completed,2024-07-28,35,28,7,2024
3453,3454,852,achievement_unlocked,2024-07-28,45,28,7,2024
3454,3455,133,item_used,2024-04-17,43,17,4,2024
3455,3456,513,item_used,2024-02-19,41,19,2,2024
3456,3457,668,level_completed,2024-03-29,40,29,3,2024
3457,3458,585,level_completed,2024-09-26,39,26,9,2024
3458,3459,986,achievement_unlocked,2024-01-27,50,27,1,2024
3459,3460,543,level_completed,2024-02-06,4,6,2,2024
3460,3461,181,level_completed,2024-03-18,10,18,3,2024
3461,3462,929,item_used,2024-04-22,2,22,4,2024
3462,3463,539,item_used,2024-08-02,37,2,8,2024
3463,3464,128,achievement_unlocked,2024-07-06,31,6,7,2024
3464,3465,299,achievement_unlocked,2024-06-30,38,30,6,2024
3465,3466,406,level_completed,2024-05-01,8,1,5,2024
3466,3467,690,achievement_unlocked,2024-07-16,47,16,7,2024
3467,3468,471,level_completed,2024-06-07,28,7,6,2024
3468,3469,824,level_completed,2024-07-03,31,3,7,2024
3469,3470,984,item_used,2024-04-28,37,28,4,2024
3470,3471,204,achievement_unlocked,2024-05-02,15,2,5,2024
3471,3472,481,item_used,2024-04-27,44,27,4,2024
3472,3473,143,level_completed,2024-07-06,42,6,7,2024
3473,3474,376,level_completed,2024-08-28,35,28,8,2024
3474,3475,100,item_used,2024-05-31,17,31,5,2024
3475,3476,80,level_completed,2024-02-16,23,16,2,2024
3476,3477,867,achievement_unlocked,2024-06-03,9,3,6,2024
3477,3478,656,level_completed,2024-07-08,1,8,7,2024
3478,3479,953,item_used,2024-03-30,32,30,3,2024
3479,3480,279,achievement_unlocked,2024-09-03,32,3,9,2024
3480,3481,385,item_used,2024-09-22,28,22,9,2024
3481,3482,364,item_used,2024-01-30,45,30,1,2024
3482,3483,652,item_used,2024-05-29,16,29,5,2024
3483,3484,903,item_used,2024-06-17,24,17,6,2024
3484,3485,424,item_used,2024-03-10,12,10,3,2024
3485,3486,724,item_used,2024-04-17,50,17,4,2024
3486,3487,730,item_used,2024-07-09,14,9,7,2024
3487,3488,50,achievement_unlocked,2024-07-05,27,5,7,2024
3488,3489,875,item_used,2024-05-09,31,9,5,2024
3489,3490,473,level_completed,2024-06-11,20,11,6,2024
3490,3491,965,achievement_unlocked,2024-01-18,1,18,1,2024
3491,3492,558,achievement_unlocked,2024-05-25,10,25,5,2024
3492,3493,16,level_completed,2024-05-13,2,13,5,2024
3493,3494,343,level_completed,2024-03-11,40,11,3,2024
3494,3495,706,level_completed,2024-05-10,36,10,5,2024
3495,3496,565,achievement_unlocked,2024-04-04,2,4,4,2024
3496,3497,454,level_completed,2024-06-27,9,27,6,2024
3497,3498,112,achievement_unlocked,2024-05-08,32,8,5,2024
3498,3499,512,level_completed,2024-06-14,50,14,6,2024
3499,3500,619,item_used,2024-05-31,25,31,5,2024
3500,3501,407,level_completed,2024-08-30,27,30,8,2024
3501,3502,273,item_used,2024-04-01,13,1,4,2024
3502,3503,332,level_completed,2024-08-22,14,22,8,2024
3503,3504,270,achievement_unlocked,2024-07-03,16,3,7,2024
3504,3505,916,achievement_unlocked,2024-07-16,12,16,7,2024
3505,3506,842,level_completed,2024-08-29,29,29,8,2024
3506,3507,641,achievement_unlocked,2024-07-08,3,8,7,2024
3507,3508,725,item_used,2024-01-12,36,12,1,2024
3508,3509,679,level_completed,2024-06-18,10,18,6,2024
3509,3510,86,achievement_unlocked,2024-04-14,29,14,4,2024
3510,3511,604,item_used,2024-08-25,40,25,8,2024
3511,3512,802,achievement_unlocked,2024-06-02,10,2,6,2024
3512,3513,830,level_completed,2024-04-09,16,9,4,2024
3513,3514,218,item_used,2024-06-28,6,28,6,2024
3514,3515,30,level_completed,2024-02-18,15,18,2,2024
3515,3516,424,achievement_unlocked,2024-09-16,24,16,9,2024
3516,3517,929,item_used,2024-06-14,2,14,6,2024
3517,3518,428,item_used,2024-03-23,30,23,3,2024
3518,3519,411,level_completed,2024-01-16,32,16,1,2024
3519,3520,497,item_used,2024-02-26,3,26,2,2024
3520,3521,339,achievement_unlocked,2024-04-29,13,29,4,2024
3521,3522,320,level_completed,2024-06-11,18,11,6,2024
3522,3523,730,item_used,2024-09-28,27,28,9,2024
3523,3524,347,item_used,2024-06-18,18,18,6,2024
3524,3525,426,item_used,2024-02-08,33,8,2,2024
3525,3526,465,achievement_unlocked,2024-05-17,7,17,5,2024
3526,3527,220,achievement_unlocked,2024-02-10,35,10,2,2024
3527,3528,444,level_completed,2024-04-28,9,28,4,2024
3528,3529,118,achievement_unlocked,2024-06-13,45,13,6,2024
3529,3530,523,achievement_unlocked,2024-09-15,37,15,9,2024
3530,3531,691,achievement_unlocked,2024-06-17,10,17,6,2024
3531,3532,183,achievement_unlocked,2024-04-09,24,9,4,2024
3532,3533,608,item_used,2024-03-11,16,11,3,2024
3533,3534,532,level_completed,2024-08-05,21,5,8,2024
3534,3535,708,level_completed,2024-01-08,24,8,1,2024
3535,3536,803,level_completed,2024-06-05,11,5,6,2024
3536,3537,450,achievement_unlocked,2024-07-30,9,30,7,2024
3537,3538,286,achievement_unlocked,2024-07-03,23,3,7,2024
3538,3539,583,level_completed,2024-05-26,36,26,5,2024
3539,3540,175,achievement_unlocked,2024-01-08,47,8,1,2024
3540,3541,761,level_completed,2024-02-28,39,28,2,2024
3541,3542,806,achievement_unlocked,2024-06-20,24,20,6,2024
3542,3543,82,level_completed,2024-09-24,47,24,9,2024
3543,3544,178,item_used,2024-04-11,6,11,4,2024
3544,3545,958,achievement_unlocked,2024-08-03,13,3,8,2024
3545,3546,61,achievement_unlocked,2024-01-07,23,7,1,2024
3546,3547,626,item_used,2024-08-21,37,21,8,2024
3547,3548,169,achievement_unlocked,2024-06-03,12,3,6,2024
3548,3549,741,level_completed,2024-02-28,41,28,2,2024
3549,3550,250,achievement_unlocked,2024-04-23,30,23,4,2024
3550,3551,82,achievement_unlocked,2024-05-29,14,29,5,2024
3551,3552,714,achievement_unlocked,2024-03-29,18,29,3,2024
3552,3553,258,level_completed,2024-05-25,27,25,5,2024
3553,3554,690,item_used,2024-05-05,13,5,5,2024
3554,3555,439,item_used,2024-01-14,11,14,1,2024
3555,3556,923,level_completed,2024-09-27,13,27,9,2024
3556,3557,230,level_completed,2024-04-03,27,3,4,2024
3557,3558,261,level_completed,2024-03-30,50,30,3,2024
3558,3559,875,item_used,2024-03-19,24,19,3,2024
3559,3560,699,level_completed,2024-06-24,26,24,6,2024
3560,3561,991,achievement_unlocked,2024-01-14,46,14,1,2024
3561,3562,387,achievement_unlocked,2024-03-07,27,7,3,2024
3562,3563,983,achievement_unlocked,2024-02-13,34,13,2,2024
3563,3564,185,item_used,2024-05-03,40,3,5,2024
3564,3565,721,level_completed,2024-07-17,37,17,7,2024
3565,3566,945,level_completed,2024-09-29,46,29,9,2024
3566,3567,907,level_completed,2024-07-18,9,18,7,2024
3567,3568,166,level_completed,2024-09-12,28,12,9,2024
3568,3569,534,achievement_unlocked,2024-03-27,49,27,3,2024
3569,3570,744,level_completed,2024-08-24,10,24,8,2024
3570,3571,104,achievement_unlocked,2024-07-26,46,26,7,2024
3571,3572,531,item_used,2024-04-23,16,23,4,2024
3572,3573,995,achievement_unlocked,2024-09-15,46,15,9,2024
3573,3574,985,level_completed,2024-08-17,21,17,8,2024
3574,3575,968,item_used,2024-06-23,12,23,6,2024
3575,3576,35,achievement_unlocked,2024-05-13,28,13,5,2024
3576,3577,339,item_used,2024-04-19,28,19,4,2024
3577,3578,428,level_completed,2024-08-17,1,17,8,2024
3578,3579,437,achievement_unlocked,2024-07-12,44,12,7,2024
3579,3580,740,level_completed,2024-03-14,38,14,3,2024
3580,3581,261,item_used,2024-03-17,6,17,3,2024
3581,3582,165,achievement_unlocked,2024-08-22,25,22,8,2024
3582,3583,611,achievement_unlocked,2024-03-15,33,15,3,2024
3583,3584,37,level_completed,2024-01-08,30,8,1,2024
3584,3585,787,level_completed,2024-09-29,35,29,9,2024
3585,3586,63,level_completed,2024-07-16,46,16,7,2024
3586,3587,983,achievement_unlocked,2024-05-25,31,25,5,2024
3587,3588,168,item_used,2024-08-07,50,7,8,2024
3588,3589,459,achievement_unlocked,2024-01-20,22,20,1,2024
3589,3590,823,level_completed,2024-01-22,6,22,1,2024
3590,3591,861,level_completed,2024-04-07,1,7,4,2024
3591,3592,161,item_used,2024-04-23,39,23,4,2024
3592,3593,549,achievement_unlocked,2024-08-13,49,13,8,2024
3593,3594,198,level_completed,2024-04-06,36,6,4,2024
3594,3595,712,achievement_unlocked,2024-09-26,38,26,9,2024
3595,3596,385,achievement_unlocked,2024-01-01,22,1,1,2024
3596,3597,785,level_completed,2024-07-12,17,12,7,2024
3597,3598,778,achievement_unlocked,2024-05-16,30,16,5,2024
3598,3599,735,achievement_unlocked,2024-02-25,5,25,2,2024
3599,3600,920,achievement_unlocked,2024-05-27,23,27,5,2024
3600,3601,918,level_completed,2024-01-11,3,11,1,2024
3601,3602,488,achievement_unlocked,2024-06-30,22,30,6,2024
3602,3603,266,item_used,2024-09-24,26,24,9,2024
3603,3604,214,item_used,2024-08-02,46,2,8,2024
3604,3605,155,achievement_unlocked,2024-02-21,4,21,2,2024
3605,3606,417,achievement_unlocked,2024-09-19,30,19,9,2024
3606,3607,825,level_completed,2024-05-17,25,17,5,2024
3607,3608,267,level_completed,2024-02-15,38,15,2,2024
3608,3609,697,achievement_unlocked,2024-07-29,35,29,7,2024
3609,3610,56,level_completed,2024-06-16,26,16,6,2024
3610,3611,573,item_used,2024-06-19,22,19,6,2024
3611,3612,995,item_used,2024-04-06,13,6,4,2024
3612,3613,361,achievement_unlocked,2024-05-12,4,12,5,2024
3613,3614,824,item_used,2024-04-09,22,9,4,2024
3614,3615,663,level_completed,2024-06-06,5,6,6,2024
3615,3616,328,item_used,2024-05-16,40,16,5,2024
3616,3617,48,level_completed,2024-08-29,22,29,8,2024
3617,3618,269,achievement_unlocked,2024-05-22,18,22,5,2024
3618,3619,681,achievement_unlocked,2024-02-28,35,28,2,2024
3619,3620,226,level_completed,2024-01-31,6,31,1,2024
3620,3621,318,item_used,2024-09-09,31,9,9,2024
3621,3622,273,level_completed,2024-01-03,32,3,1,2024
3622,3623,449,level_completed,2024-05-28,28,28,5,2024
3623,3624,139,level_completed,2024-08-16,18,16,8,2024
3624,3625,742,item_used,2024-03-25,6,25,3,2024
3625,3626,520,item_used,2024-07-07,12,7,7,2024
3626,3627,663,level_completed,2024-04-29,10,29,4,2024
3627,3628,76,level_completed,2024-09-09,2,9,9,2024
3628,3629,697,achievement_unlocked,2024-01-18,31,18,1,2024
3629,3630,255,item_used,2024-04-24,14,24,4,2024
3630,3631,714,item_used,2024-09-02,26,2,9,2024
3631,3632,157,item_used,2024-09-26,30,26,9,2024
3632,3633,319,item_used,2024-03-31,4,31,3,2024
3633,3634,875,level_completed,2024-05-29,41,29,5,2024
3634,3635,729,achievement_unlocked,2024-09-09,31,9,9,2024
3635,3636,964,item_used,2024-01-22,41,22,1,2024
3636,3637,358,level_completed,2024-03-19,19,19,3,2024
3637,3638,126,achievement_unlocked,2024-07-14,34,14,7,2024
3638,3639,903,achievement_unlocked,2024-05-12,36,12,5,2024
3639,3640,87,item_used,2024-07-08,13,8,7,2024
3640,3641,856,item_used,2024-09-29,38,29,9,2024
3641,3642,37,level_completed,2024-04-04,42,4,4,2024
3642,3643,241,level_completed,2024-05-18,26,18,5,2024
3643,3644,612,level_completed,2024-07-13,37,13,7,2024
3644,3645,807,item_used,2024-07-06,15,6,7,2024
3645,3646,196,item_used,2024-08-11,41,11,8,2024
3646,3647,815,item_used,2024-09-21,34,21,9,2024
3647,3648,601,level_completed,2024-06-30,7,30,6,2024
3648,3649,377,item_used,2024-01-28,47,28,1,2024
3649,3650,522,level_completed,2024-09-16,9,16,9,2024
3650,3651,778,item_used,2024-03-26,5,26,3,2024
3651,3652,847,achievement_unlocked,2024-04-21,7,21,4,2024
3652,3653,618,level_completed,2024-05-19,35,19,5,2024
3653,3654,223,item_used,2024-01-03,37,3,1,2024
3654,3655,693,item_used,2024-03-12,32,12,3,2024
3655,3656,371,item_used,2024-08-29,2,29,8,2024
3656,3657,227,level_completed,2024-06-04,39,4,6,2024
3657,3658,183,item_used,2024-01-12,29,12,1,2024
3658,3659,876,achievement_unlocked,2024-03-29,16,29,3,2024
3659,3660,239,item_used,2024-03-28,26,28,3,2024
3660,3661,662,level_completed,2024-08-20,37,20,8,2024
3661,3662,162,level_completed,2024-08-20,46,20,8,2024
3662,3663,395,level_completed,2024-07-03,6,3,7,2024
3663,3664,652,level_completed,2024-01-29,37,29,1,2024
3664,3665,109,item_used,2024-02-17,49,17,2,2024
3665,3666,66,achievement_unlocked,2024-05-16,31,16,5,2024
3666,3667,628,level_completed,2024-06-22,50,22,6,2024
3667,3668,766,item_used,2024-05-11,32,11,5,2024
3668,3669,921,level_completed,2024-02-01,9,1,2,2024
3669,3670,831,achievement_unlocked,2024-09-01,5,1,9,2024
3670,3671,342,achievement_unlocked,2024-05-28,46,28,5,2024
3671,3672,203,item_used,2024-07-29,43,29,7,2024
3672,3673,64,achievement_unlocked,2024-04-01,2,1,4,2024
3673,3674,194,level_completed,2024-08-03,13,3,8,2024
3674,3675,507,achievement_unlocked,2024-03-22,47,22,3,2024
3675,3676,673,achievement_unlocked,2024-01-07,2,7,1,2024
3676,3677,768,achievement_unlocked,2024-05-03,12,3,5,2024
3677,3678,37,level_completed,2024-05-20,14,20,5,2024
3678,3679,110,level_completed,2024-07-03,28,3,7,2024
3679,3680,75,item_used,2024-02-06,49,6,2,2024
3680,3681,764,achievement_unlocked,2024-02-05,48,5,2,2024
3681,3682,954,item_used,2024-07-29,3,29,7,2024
3682,3683,689,item_used,2024-02-25,13,25,2,2024
3683,3684,290,item_used,2024-02-08,35,8,2,2024
3684,3685,327,achievement_unlocked,2024-02-13,45,13,2,2024
3685,3686,556,achievement_unlocked,2024-09-21,24,21,9,2024
3686,3687,908,achievement_unlocked,2024-09-04,15,4,9,2024
3687,3688,670,item_used,2024-04-20,27,20,4,2024
3688,3689,91,item_used,2024-06-09,16,9,6,2024
3689,3690,83,item_used,2024-01-01,22,1,1,2024
3690,3691,140,level_completed,2024-07-17,39,17,7,2024
3691,3692,972,level_completed,2024-05-31,37,31,5,2024
3692,3693,149,achievement_unlocked,2024-08-25,28,25,8,2024
3693,3694,494,item_used,2024-09-27,6,27,9,2024
3694,3695,476,level_completed,2024-08-16,3,16,8,2024
3695,3696,488,item_used,2024-03-23,1,23,3,2024
3696,3697,317,item_used,2024-09-20,31,20,9,2024
3697,3698,875,item_used,2024-05-06,49,6,5,2024
3698,3699,180,item_used,2024-05-16,26,16,5,2024
3699,3700,569,achievement_unlocked,2024-05-24,50,24,5,2024
3700,3701,838,level_completed,2024-08-16,40,16,8,2024
3701,3702,826,level_completed,2024-07-12,36,12,7,2024
3702,3703,183,level_completed,2024-03-10,49,10,3,2024
3703,3704,118,achievement_unlocked,2024-08-15,16,15,8,2024
3704,3705,651,level_completed,2024-02-09,30,9,2,2024
3705,3706,287,item_used,2024-01-23,27,23,1,2024
3706,3707,81,achievement_unlocked,2024-02-14,23,14,2,2024
3707,3708,224,level_completed,2024-04-24,41,24,4,2024
3708,3709,282,level_completed,2024-02-03,48,3,2,2024
